9.6104 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x133164b00>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x139530588>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='deg', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6104 	EXP 	window1: recordFrameIntervals = False
9.7760 	EXP 	window1: recordFrameIntervals = True
9.9603 	EXP 	window1: recordFrameIntervals = False
10.1754 	EXP 	Created instruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruction', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
10.1903 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='deg', win=Window(...), wrapWidth=15.0)
10.1905 	EXP 	window1: mouseVisible = False
10.2005 	EXP 	Created text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1, italic=False, languageStyle='LTR', name='text1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
10.2456 	EXP 	Sound stimSound set volume 1.000
10.2771 	EXP 	instruction: autoDraw = True
11.2520 	DATA 	Keypress: space
11.2617 	EXP 	instruction: autoDraw = False
11.2617 	EXP 	text: autoDraw = True
12.2524 	EXP 	Imported audio.csv as conditions, 32 conditions, 1 params
12.2529 	EXP 	Created sequence: random, trialTypes=32, nReps=1, seed=None
12.2532 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimFile', 'audio/Gym.wav')])
12.2780 	EXP 	text: autoDraw = False
12.2780 	EXP 	text1: text = ''
12.7607 	EXP 	Sound stimSound started
12.7611 	EXP 	text1: autoDraw = True
13.9829 	EXP 	Sound stimSound reached end of file
14.4630 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimFile', 'audio/Bow.wav')])
14.4705 	DATA 	Keypress: space
14.4791 	EXP 	text1: autoDraw = False
14.4791 	EXP 	text1: text = ''
15.0493 	EXP 	Sound stimSound started
15.0493 	EXP 	text1: autoDraw = True
16.3282 	EXP 	Sound stimSound reached end of file
16.4842 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimFile', 'audio/Duck.wav')])
16.4937 	DATA 	Keypress: space
16.5162 	EXP 	text1: autoDraw = False
16.5162 	EXP 	text1: text = ''
17.3115 	EXP 	Sound stimSound started
17.3125 	EXP 	text1: autoDraw = True
18.5960 	EXP 	Sound stimSound reached end of file
